id,name,mediums,styles,galleries_exhibits
Q67053,Karl Otto Götz,"canvas, oil paint, acrylic paint",surrealism,"Busch–Reisinger Museum, Prints in the National Gallery of Art, National Gallery of Art, Westphalian State Museum of Art and Cultural History, Städel Museum, Staatliche Kunsthalle Karlsruhe, Sprengel Museum, Neue Nationalgalerie, Seattle Art Museum, Israel Museum, Museum Ludwig, Wallraf–Richartz Museum, Harvard Art Museums"
Q67064,Teoberto Maler,albumen print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q67111,Franz Pfemfert,,,
Q67174,Werner Tübke,"panel, mixed technique, canvas, oil paint",,"Germanisches Nationalmuseum, Niedersächsische Sparkassenstiftung, Slovak National Gallery, Städel Museum, Sprengel Museum, Neue Nationalgalerie, Museum Ludwig, Staatliche Kunstsammlungen Dresden"
Q67378,Frank Eugene,"canvas, oil paint, photogravure print",Photo-Secession,"The New York Historical, Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q67547,Harun Farocki,glass,,Museum of Modern Art
Q67624,Otto Steinert,,Fotoform,
Q67881,Hanns Zischler,,,
Q67897,Johannes Baader,,Dada,
Q68223,Herbert List,,,
Q68231,Otto Maximilian Umbehr,,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q68409,Walter Peterhans,,,
Q68443,Julius Neubronner,,,
Q69442,Astrid Proll,,,
Q69562,Ulay,"bow, arrow",,"ZKM Center for Art and Media Karlsruhe, LIMA, National Museum of Modern Art"
Q69758,Heinrich Kühn,,pictorialism,"National Gallery of Art, Photographs in the National Gallery of Art"
Q69776,Germaine Krull,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Institut Valencià d'Art Modern, Photographs in the National Gallery of Art"
Q69971,Heinz Stücke,,,
Q70006,Lotte Jacobi,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q70121,Aenne Biermann,,,Metropolitan Museum of Art
Q70480,Wyn Hoop,,,
Q70607,Adolf Miethe,,,
Q70781,Albrecht Becker,,,
Q70900,Adolf Brand,,,
Q70995,Ottomar Anschütz,,,
Q71235,Hermann Krone,,,Deutsche Fotothek
Q71242,Erich Hartmann,,,
Q71244,Édouard Baldus,"albumen print, salted paper",,"Metropolitan Museum of Art, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art"
Q71438,Karl Bulla,,,
Q71466,Ellen Auerbach,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q71827,Erwin Blumenfeld,gelatin silver print,,Israel Museum
Q72129,Ruth Berlau,,,
Q72139,Helmut Gernsheim,,,
Q72155,Gustaf Dalman,,,"Bibliothèque nationale de France, Eran Laor Cartographic Collection"
Q72292,Fridtjof Nansen,,,
Q72308,Stefan Rosenbauer,,,
Q72618,Josef Albert,albumin paper,,Kunstbibliothek Berlin
Q72631,Friedrich Adolf Paneth,,,
Q72816,Michael Grzimek,,,
Q72889,Hugo Erfurth,,,
Q73057,Émile Brugsch,,,
Q73058,Willard Boyle,,,
Q73155,Magdalena Kopp,,,
Q73460,Lang Jingshan,,,
Q73478,Don Hong-Oai,,,
Q73626,Martin Schoeller,,,
Q73641,Kikuchi Shingaku,,,
Q74338,Charles Warren,,,
Q74614,Heinz Hajek-Halke,,surrealism,Berlinische Galerie
Q74674,Matsusaburō Yokoyama,,,
Q74918,Alice Dixon Le Plongeon,,,
Q74992,Gustav Fritsch,,,
Q75247,Robert Lebeck,,,
Q75284,Karl Arnold,"canvas, oil paint",,"Bavarian State Painting Collections, Munich Central Collecting Point"
Q75532,Thomas Demand,"color printing, chromogenic print, paint",,"Museum of Modern Art, National Gallery of Art, Städel Museum, Photographs in the National Gallery of Art, Israel Museum"
Q75698,Samuel Finley Breese Morse,"panel, canvas, oil paint, composition board, millboard, wove paper, graphite",,"Art Institute of Chicago, Princeton University Art Museum, Virginia Museum of Fine Arts, Crystal Bridges Museum of American Art, Fine Arts Museums of San Francisco, The New York Historical, drawings in the National Gallery of Art, Metropolitan Museum of Art, Brooklyn Museum, Toledo Museum of Art, National Museum of Fine Arts, Pennsylvania Academy of the Fine Arts, White House, National Gallery of Art, National Portrait Gallery, Museum of Fine Arts Boston, New Britain Museum of American Art, Smithsonian American Art Museum, Museum of Fine Arts, Houston, Yale University Art Gallery, Georgia Museum of Art, Terra Foundation for American Art, Corcoran Gallery of Art, Worcester Art Museum, Indianapolis Museum of Art, Saint Louis Art Museum, The Nelson-Atkins Museum of Art, Fogg Museum, Minneapolis Institute of Art, Cincinnati Art Museum, Harvard Art Museums, Gibbes Museum of Art"
Q75870,Gottfried Merzbacher,,,
Q76138,Robin Lässer,,,
Q76152,Dieter Nuhr,,,
Q76373,George E. Smith,,,
Q76433,Eva Braun,,,
Q76459,Wolfgang Franz von Kobell,,,
Q76712,Max Wolf,gelatin silver paper,,Museum of Modern Art
Q76716,Karl Lagerfeld,,,Metropolitan Museum of Art
Q76730,Erich Mendelsohn,,New Objectivity,
Q76808,Lothar Wolleh,,,
Q76833,Carl Zeiss,,,
Q76882,Hugh Welch Diamond,albumen print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q76902,Rudolf Franz Lehnert,,,
Q76935,Horst Faas,,,
Q76952,W. G. Sebald,,,
Q77033,Wilhelm von Gloeden,,,Villa Barbaja
Q77036,Armin T. Wegner,,,
Q77132,Albert Bierstadt,"panel, paperboard, cardboard, paper, canvas, oil paint, fiberboard, masonite, chalk stick, linen, wax crayon, graphite, hardboard, gouache paint, watercolor paint, wove paper",Hudson River school,"Art Institute of Chicago, Joslyn Art Museum, Buffalo Bill Center of the West, Haggin Museum, Thyssen-Bornemisza Museum, Fine Arts Museums of San Francisco, M. H. de Young Memorial Museum, http://www.wikidata.org/.well-known/genid/a338821dd3cad2c1552657e880e499b4, http://www.wikidata.org/.well-known/genid/411e8d5449b06d8f385cf75c27c69d59, http://www.wikidata.org/.well-known/genid/ab5b3a5fb884640722b14efe86604138, http://www.wikidata.org/.well-known/genid/e4dcd25d42ce0e6654d3a2e4540da806, http://www.wikidata.org/.well-known/genid/5255bc5911a00d95a1b16863763d218f, http://www.wikidata.org/.well-known/genid/e50c67bca7e17432ae4b36f9b0a5315e, http://www.wikidata.org/.well-known/genid/3cb62af7743d6055c82e31fcef29b7c5, http://www.wikidata.org/.well-known/genid/ce2cfb827e0bfc927cb87af04ec9b8cb, Metropolitan Museum of Art, Brooklyn Museum, Birmingham Museum of Art, Zimmerli Art Museum at Rutgers University, Chrysler Museum of Art, MUŻA, National Gallery of Art, Timken Museum of Art, Mount Holyoke College Art Museum, Springfield Museums, Smithsonian American Art Museum, Museum of Fine Arts, Houston, Georgia Museum of Art, Tacoma Art Museum, Corcoran Gallery of Art, Worcester Art Museum, San Antonio Museum of Art, The Nelson-Atkins Museum of Art, Blanton Museum of Art, Reynolda House Museum of American Art, Columbus Museum of Art, St. Johnsbury Athenaeum, Wadsworth Atheneum Museum of Art, North Carolina Museum of Art, Minneapolis Institute of Art, Cincinnati Art Museum, drawings in the National Gallery of Art, Museum of Fine Arts Boston, Cleveland Museum of Art, National Gallery of Canada, Yale University Art Gallery, Indianapolis Museum of Art, Rhode Island School of Design Museum, Currier Museum of Art, Dayton Art Institute"
Q77206,Janosch,,,
Q77347,Gerda Taro,,"photojournalism, war photography",
Q77378,Wilhelm Wagenfeld,,Bauhaus,Metropolitan Museum of Art
Q77402,Wilhelm Heinrich Immanuel Bleek,,,
Q77558,Thomas Ruff,,,"Stedelijk Museum voor Actuele Kunst, Society for the Museum of Contemporary Art, Institut Valencià d'Art Modern, Collectie Vlaamse Gemeenschap, Wallonia-Brussels Federation Museum of Contemporary Arts"
Q77717,Hans Namuth,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q77735,Hans Jürgen Press,,,
Q77756,Ulrike Ottinger,"panel, acrylic paint",,"Lenbachhaus, Museum Ludwig"
Q77844,Heinz Sielmann,,,
Q77923,Eva Haule,,,
Q78259,Henning von Berg,,,
Q78263,Horst Grund,,,
Q78620,Herbert W. Franke,,,
Q78631,Joseph Rock,,,
Q78767,Ernst Haas,,,
Q78828,Hans Hass,,,
Q78841,Erwin Wurm,"aluminum, bronze, brass, Mercedes-Benz TN",contemporary art,"ZKM Center for Art and Media Karlsruhe, Contemporary Arts Museum of Lyon, Middelheim Museum, Museum Boijmans Van Beuningen"
Q78885,Ettore Sottsass,"metal, rubber, glass, acrylonitrile butadiene styrene, plastic",,"Art Institute of Chicago, Cooper Hewitt, Smithsonian Design Museum, Museo Tattile Statale Omero, Laboratorio Museo Tecnologicamente, Musée de la Ville de Saint Quentin en Yvelines (SQY), Metropolitan Museum of Art, Museum of Modern Art, Design Museum Gent, Museum Boijmans Van Beuningen, Design Museum, ADI Design Museum, Museum of Decorative Arts, Museums Victoria, Mu.ZEE - Kunstmuseum aan Zee, Triennale Design Museum, Schreibmaschinenmuseum Partschins, Israel Museum, Victoria and Albert Museum, Indianapolis Museum of Art, San Fedele museum, San Francisco Museum of Modern Art, Museum of Applied Arts and Science, Rhode Island School of Design Museum, Kirkland Museum of Fine & Decorative Art, M+"
Q79000,Pieter Zeeman,,,
Q79021,Oscar Baumann,,,
Q79037,Spider-Man,,,
Q79067,Lisette Model,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art"
Q79109,Baron Raimund von Stillfried,"paper, watercolor paint",,Metropolitan Museum of Art
Q79110,Rudolf Koppitz,gelatin silver print,,
Q79143,Theodor Scheimpflug,,,
Q79180,Josef Maria Eder,,,
Q79184,Heinrich Wawra von Fernsee,,,
Q81377,John Robert Parsons,,,
Q82443,Cornel Lucas,,,
Q82790,Park Jung-geun,,,
Q83158,Jean Cocteau,bronze,"theatre of the absurd, modernism","Vanderbilt Museum of Art, drawings in the National Gallery of Art, National Museum of Modern Art, David Bowie's art collection, National Gallery of Art, Musée Carnavalet, Cincinnati Art Museum"
Q83233,Jacques Cousteau,,,
Q84153,Hervé Guibert,,,
Q84211,Heinrich Harrer,,,
Q84312,Richard Neutra,,,
Q84503,Raoul Hausmann,"wood, canvas, oil paint, gelatin silver print, wove paper",Dada,"Germanisches Nationalmuseum, Prints in the National Gallery of Art, National Museum of Modern Art, National Gallery of Art, Musée des Beaux-Arts de Bordeaux, Berlinische Galerie, Institut Valencià d'Art Modern, Photographs in the National Gallery of Art, Israel Museum"
Q84540,Charles Paul Wilp,,,
Q84607,Friedrich Franz Bauer,,,
Q84613,Richard Peter,,,Deutsche Fotothek
Q84650,Franz Planer,,,
Q84761,Rudolf Schwarzkogler,"photographic paper, gelatin silver print",Viennese Actionism,"Mumok, National Gallery of Art, Photographs in the National Gallery of Art"
Q84866,Martin Gusinde,,,
Q84917,Christian Michelides,,,
Q84935,Peter Voigtländer,,,
Q84942,Herbert Hupka,,,
Q84952,Peter Paul Wiplinger,,,
Q85041,Erich Waschneck,,,
Q85047,Carl Pulfrich,,,
Q85584,Richard Buchta,,,
Q85593,Andreas Bitesnich,,,
Q85719,Ilse Bing,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art, Metropolitan Museum of Art"
Q85731,Fritz Henle,,,
Q85774,Erich Feigl,,,
Q85821,Heinz Cibulka,,,
Q85924,Friedl Dicker-Brandeis,"canvas, oil paint",,Belvedere
Q85938,Sibylle Bergemann,,,
Q86332,Guido Seeber,,,
Q86337,Ferry Radax,,,
Q86407,Wolfdietrich Schnurre,,Group 47,
Q86478,Manfred Baumann,,,
Q86542,Rudolf Dührkoop,,pictorialism,
Q86682,Walter Riml,,,
Q86724,Hugo Bernatzik,,,
Q86993,Richard Erdoes,,,
Q87009,August Stauda,,,
Q87023,Marta Hoepffner,,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q87036,Hugo Henneberg,,,
Q87048,Paul Maar,,,
Q87052,Hans Watzek,,,"Metropolitan Museum of Art, Postcards Collection, Paulista Museum Fund Collection, Museu Paulista collection"
Q87063,Dora Kallmus,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q87069,Wilhelm J. Burger,,,
Q87117,Rainer Simon,,,
Q87125,Gloria Friedmann,"concrete, acrylic paint",,Musée d'art moderne de Paris
Q87223,Christian von Alvensleben,,,
Q87234,Stefan Sonvilla-Weiss,,,
Q87268,Wolfgang Mattheuer,"hardboard, iron, canvas, oil paint",Leipzig School,"Niedersächsische Sparkassenstiftung, Städel Museum, Sprengel Museum, Neue Nationalgalerie, Museum Ludwig, Staatliche Kunstsammlungen Dresden"
Q87291,Erich Lessing,,,
Q87572,Peter Salcher,,,
Q87613,Herbert Hoffmann,,,
Q87730,Paul Strähle,,,
Q87805,Toni Hiebeler,,,
Q87807,Trude Fleischmann,,,Metropolitan Museum of Art
Q88241,Lukas Beck,,,
Q88277,Franz Benque,albumin paper,,"Carlos Eugênio Marcondes de Moura collection, Museu Paulista collection"
Q88429,Rudolf Pöch,,,
Q88468,Hubert Schardin,,,
Q88737,Emanuel von Friedrichsthal,,,
Q88859,Bodo Hell,,,
Q89199,Wolfgang Suschitzky,,,
Q89219,Nathaniel Anselm von Rothschild,,,
Q89293,Gerti Deutsch,,,
Q89297,Kurt Reinhard,,,
Q89337,Franz Krieger,,,
Q89402,Willy Puchner,,,
Q89524,Peter Cornelius,,,
Q89559,Kris Carr,,,
Q89589,Arno Gisinger,,,
Q89624,John Stanislaw Kubary,,,
Q89693,Alexander Niklitschek,,,
Q89707,Andreas Groll,,,Cleveland Museum of Art
Q89941,Paul Sinner,,,
Q89942,Gustaf Adolf Jakob Neumann,,,
Q89971,Oliver Weber,,,
Q90034,Fritz Richard,,,
Q90627,Ingeborg Lüscher,"photographic paper, paper, ink",,"Staatliche Kunsthalle Karlsruhe, M HKA - Museum van Hedendaagse Kunst Antwerpen, Neue Nationalgalerie"
Q90679,William Blandowski,,,
Q90743,Uwe Ommer,,,
Q90805,Julius Popp,,,
Q90856,Willi Sitte,"hardboard, oil paint",,"Niedersächsische Sparkassenstiftung, Städel Museum, Sprengel Museum, Neue Nationalgalerie, Museum Ludwig"
Q90927,Marianne Breslauer,,,
Q90955,Klaus Staeck,,,
Q91048,Peter Keetman,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q91057,Robert Häusser,,,
Q91118,Carl Heinrich Stratz,,,
Q91406,Ernst Wandersleb,,,
Q91623,Herbert Tobias,,,
Q91627,Karsten Thormaehlen,,,
Q91682,Waldemar Franz Hermann Titzenthaler,,,Digitale Landesbibliothek Berlin
Q91706,Lucas Dolega,,,
Q91852,Walter Reuter,paper,,
Q91862,Barbara Klemm,,,
Q91999,Hans Schomburgk,,,
Q92130,Otto Bettmann,,,
Q92340,Floris Michael Neusüss,,,
Q92389,Willy Goldberger,,,
Q92498,Josephine Meckseper,,,
Q92788,Bill Atkinson,,,
Q93075,Gerhard Hund,,,
Q93768,Karl Heinz Mai,,,
Q93996,Ernst Mach,,Western philosophy,
Q94020,Arno Fischer,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q94147,Othmar Pferschy,,,
Q94273,Gerhard Roth,,,
Q94354,Michel Sima,,,
Q94383,Fritz Luckhardt,albumin paper,,"Carlos Eugênio Marcondes de Moura collection, Museu Paulista collection"
Q94429,Martin Humer,,,
Q95250,Robert von Schlagintweit,,,
Q95425,Jörg Koopmann,,,
Q95683,Sepp Allgeier,,,
Q95836,Katharina Sieverding,"paper, printing ink",,"Stedelijk Museum voor Actuele Kunst, Museum of Modern Art, M HKA - Museum van Hedendaagse Kunst Antwerpen"
Q96060,Emil Otto Hoppé,,,
Q96108,Ernst Kohlrausch,,,
Q96113,Albert Meyer,,,Benaki Museum
Q96141,Hugo Jaeger,,,
Q96147,Franz Mayer,,,
Q96174,Harald Hauswald,,,Harald Hauswald Photography Collection
Q96208,Fouad Ibrahim,,,
Q96428,Peter Berlin,,,
Q96498,Chris von Wangenheim,,,
Q96711,Franz Stolze,,,
Q96741,Thomas Hoepker,,,
Q96752,Chargesheimer,,,
Q97023,Wighart von Koenigswald,,,
Q97029,Christian Jankowski,,,
Q97094,Alexander Binder,,,
Q97100,Felix H. Man,,,
Q97115,Erich Wustmann,,,
Q97174,Joscha Remus,,,
Q97262,Hansel Mieth,,,
Q97322,Wilm Weppelmann,,,
Q97345,Alfred Maul,,,
Q97407,Roger Fritz,,,
Q97754,Oliver Boberg,,,
Q97765,Henry Ulke,"canvas, oil paint",,"National Portrait Gallery, Smithsonian American Art Museum"
Q97839,Axel Hütte,,,
Q97933,Eva Sandberg,,,
Q97953,Genja Jonas,,,
Q97999,Dieter Goltzsche,,,Staatliche Kunstsammlungen Dresden
Q98092,Fritz Pölking,,,
Q98288,Willy Zielke,,,
Q98353,Diana Scheunemann,,,
Q98593,Hanns-Jörg Anders,,,
Q99154,Win Labuda,,,
Q99215,Roger Melis,,,
Q99239,Georg Trump,,,
Q99257,Bernd Polster,,,
Q99258,Hartmut Geerken,,,
Q99431,Carl Ulrich,,,
Q99469,André Gelpke,,,
Q99482,Otto Wunder,,,
Q99485,Carl Friedrich Mylius,,,
Q99488,Franz Grainer,,,
Q99501,Gerhard Vormwald,,,
Q99658,Fritz Kempe,,,
Q99889,Johannes Hähle,,,
Q99908,Uli Stein,,,
Q100390,Thomas Wrede,,,
Q100515,Wolfgang Jöhling,,,
Q100525,Thomas Dworzak,,,
Q100543,Wilhelm Degode,,,
Q100606,Wanda von Debschitz-Kunowski,,,
Q101049,Robert Lehmann-Nitsche,,,
Q101084,Guido Karp,,,
Q101143,Alex Boyd,,,
Q101178,Ernst Werner Techow,,,
Q101414,Max Uhlig,"canvas, oil paint",,"Niedersächsische Sparkassenstiftung, Sprengel Museum, Neue Nationalgalerie, Staatliche Kunstsammlungen Dresden"
Q101460,Hans Erich Kalischer,,,
Q101516,Sergei Prokudin-Gorskii,,,"library, Library of Congress"
Q101656,Horst Tappe,,,
Q101752,F. W. Bernstein,,Neue Frankfurter Schule,
Q101855,Heinz Schubert,,,
Q102015,Klaus Ensikat,,,
Q102056,Michael Ruetz,,,
Q102129,Rolf Glasmeier,,,
Q102208,Peter Sempel,,,
Q102209,Juergen Nogai,,,
Q102257,Konrad Helbig,,,
Q102344,Clemens Kalischer,,,
Q102349,Bernhard Edmaier,,,
Q102449,Frauke Eigen,,,
Q102591,Jockel Finck,,,
Q102680,Bertha Zillessen,,,
Q102711,Dennis Hopper,"canvas, oil paint",,"Prints in the National Gallery of Art, Metropolitan Museum of Art, National Gallery of Art, Stedelijk Museum Amsterdam"
Q102810,Walter Stöhrer,"canvas, oil paint",,"Niedersächsische Sparkassenstiftung, Westphalian State Museum of Art and Cultural History, Städel Museum, Staatliche Kunsthalle Karlsruhe, Berlinische Galerie, Sprengel Museum, Neue Nationalgalerie"
Q102813,Yul Brynner,,,
Q103013,Hans Ertl,,,
Q103028,Hermann Biow,,,
Q103036,Jaroslav Poncar,,,
Q103039,Arthur Benda,,,
Q103045,Tim Gidal,,,
Q103057,Minya Diez-Dührkoop,,,
Q103114,Michel Houellebecq,,,
Q103424,Alfred Lichtwark,,,
Q103488,Grete Weil,,,
Q103637,Michael Gleissner,,,
Q104019,Wilhelm Dreesen,"paper, albumin paper",,Kunstbibliothek Berlin
Q104218,Rudolf Bergander,"canvas, oil paint, jute",,"Neue Nationalgalerie, Staatliche Kunstsammlungen Dresden"
Q104340,Harold Lloyd,,,
Q104613,Janos Frecot,,,
Q104642,Rosemarie Clausen,,,
Q104724,Max Jacoby,,,
Q104743,Kurt Halbritter,,,
Q104847,Oliver Mark,chromogenic print,,
Q105136,Gerhard Launer,,,
Q105143,Kurt Hielscher,,,
Q105354,Miroslav Tichý,"canvas, oil paint",,"Museum of Fine Arts, Budapest, Hungarian National Gallery, Art Gallery of New South Wales"
Q105363,Walter Ballhause,,,
Q105905,Roswitha Hecke,,,
Q106154,Sven Simon,,,
Q106391,Ellis Kaut,,,
Q106462,Wolfgang Peter Geller,,,
Q106489,Karl Herrligkoffer,,,
Q106697,Fedor Jagor,,,
Q106734,Werner Kissling,,,
Q106818,Ludwig Friederichsen,,,
Q106942,Candice Bergen,,,
Q107091,Iris Brosch,,,
Q107109,Alois Löcherer,,,
Q107111,Ferdinand Schmidt,,,
Q107119,Wolfgang Weber,,,
Q107194,George Grosz,"pen, gouache paint, pencil, cardboard, lithograph, paper, ink, canvas, oil paint, India ink, watercolor paint, laid paper, masonite, wove paper, graphite","Dada, futurism, New Objectivity, Expressionism","Art Institute of Chicago, Museum of Fine Arts Ghent (MSK), The Jos Knaepen Collection, Thyssen-Bornemisza Museum, Arizona State University Art Museum, Fine Arts Museums of San Francisco, Royal Museum of Fine Arts Antwerp, Los Angeles County Museum of Art, Staatsgalerie Stuttgart, Prints in the National Gallery of Art, drawings in the National Gallery of Art, Metropolitan Museum of Art, Museum of Modern Art, National Museum of Modern Art, King Baudouin Foundation, Tate, National Gallery of Art, Bavarian State Painting Collections, Stedelijk Museum Amsterdam, Rosenwald Collection, Whitney Museum of American Art, Berlinische Galerie, Kunstsammlung Nordrhein-Westfalen, Smithsonian American Art Museum, Yale University Art Gallery, Hirshhorn Museum and Sculpture Garden, Busch–Reisinger Museum, Vanderbilt Museum of Art, John and Mable Ringling Museum of Art, Dallas Museum of Art, Buffalo AKG Art Museum, Georgia Museum of Art, Neue Nationalgalerie, Israel Museum, Hunterian Museum and Art Gallery, Saint Louis Art Museum, Harvard Art Museums, Silesian Museum of Fine Arts, Q122900048, Kunsthalle Mannheim, Musée des beaux-arts de Liège, Dresden City Museum, ""degenerate art"" collection, Hamburger Kunsthalle, Sprengel Museum, Gemäldegalerie Alte Meister, Ulmer Museum, Museum Ludwig, Wallraf–Richartz Museum, Minneapolis Institute of Art"
Q107333,Evelyn Richter,,,
Q107719,Marie Goslich,,,
Q107734,Peter Thomann,,,
Q107760,Hans Hildenbrand,,,
Q107870,Peter Bialobrzeski,,,
Q108222,Donata Wenders,,,
Q108506,Rudolf Breslauer,,,
Q108632,Rut Blees Luxemburg,,,Wallonia-Brussels Federation Museum of Contemporary Arts
Q108638,Anja Niedringhaus,,,
Q108922,Wolfgang Volz,,,Smithsonian American Art Museum
Q108931,Annelise Kretschmer,,,
Q108953,Mat Hennek,,,
Q109037,Erik Niedling,,,
Q109084,Ute Klophaus,,,
Q109207,Lotte Herrlich,,,
Q109663,Siegfried Lauterwasser,,,
Q109691,Toni Schneiders,,,
Q109714,Dietrich Lohmann,,New German Cinema,
Q109905,Karl Franz Klose,,,
Q109965,Josef Heinrich Darchinger,,,
Q109985,Walther Grunwald,,,
Q110149,Louis Held,,,"Welsh Portrait Collection, National Library of Wales"
Q110373,Wilhelm Castelli,,,
Q110452,Eugen Nosko,,,
Q110453,Georg Pahl,,,
Q110457,Michael Bielický,,,Kunsthaus Zürich
Q110471,Josef Hirthammer,,,
Q110537,Heiko Tiemann,,,
Q110697,Elsbeth Juda,"canvas, oil paint",,Chelsea and Westminster Hospital
Q110761,Alexander Lauterwasser,,,
Q110784,Kurt Schwerdtfeger,"stainless steel, Muschelkalk",,"""degenerate art"" collection"
Q110971,Franz Kurowski,,,
Q111334,Hermann Burchardt,,,
Q111449,Martial Caillebotte,,,
Q111571,Ingo Taubhorn,,,
Q111703,Christoph Lingg,,,
Q111927,Hans Moser,,,
Q112033,Inge Morath,,,
Q112291,Hans Kumpfmüller,,,
Q112360,Ulrich Holbein,,,
Q112373,Erna Lendvai-Dircksen,,,
Q112426,Alfred Keller,,,
Q112518,Eva Frodl-Kraft,,,
Q113007,Hubertus von Hohenlohe,,,
Q113051,Ursula Arnold,,,
Q113082,Reiner Merkel,,,
Q113118,Stefan Pauer,,,
Q113129,Jakob August Lorent,,,
Q113282,Franz Antoine,,,
Q113407,Christoph von Fürer-Haimendorf,,,
Q113678,Johann Schwarzer,,,
Q114400,Joseph Rheden,,,
Q114541,Fred Mayer,,,
Q114670,Adolf Frohner,,Viennese Actionism,"Belvedere, Neue Nationalgalerie"
Q114780,Max Glauer,,,
Q115188,Wolf-Ulrich Cropp,,,
Q115436,Joachim Schmid,,,
Q115861,Pierre Gilliard,,,
Q116054,Pipilotti Rist,"textile, video recording, varnish, tramway, lacquer, peppermint oil, single-channel video","contemporary art, feminism","Fonds cantonal d'art contemporain, Genève, Q53996554, Museum of Modern Art, Tate, Museum Boijmans Van Beuningen, Stedelijk Museum Amsterdam, Westphalian State Museum of Art and Cultural History, Municipal Fund for Contemporary Art Geneva, Centraal Museum, Kunsthaus Zürich"
Q116495,Daniel Baud-Bovy,,,
Q116863,Herbert Matter,"gouache paint, photograph, paperboard, paper, ink, illustration board, plastic",,Smithsonian American Art Museum
Q116919,Wolfgang Straub,,,
Q117012,Yoko Ono,"marker pen, paper, canvas","Fluxus, conceptual art","MTA Arts & Design Permanent Art Collection, Museum of Modern Art, City of Pori art collection"
Q117184,Daniele Buetti,,,
Q117316,Hans Hausamann,,,
Q117341,Villi Hermann,,,
Q117419,Josef Ritler,,,
Q117761,Peter Christopherson,,,
Q118190,Heinrich Hauser,,,
Q118385,Henry Ries,,,
Q118399,Paul Senn,,,
Q118407,Johann Baptist Isenring,,,Lucerne central and university library
Q118444,Fernando Redón,,,
Q118764,Kai Wiedenhöfer,,,
Q118798,Walt Kuhn,"canvas, oil paint, ceramic, wove paper",,"Art Institute of Chicago, Thyssen-Bornemisza Museum, Crystal Bridges Museum of American Art, Fine Arts Museums of San Francisco, Prints in the National Gallery of Art, Metropolitan Museum of Art, John and Mable Ringling Museum of Art, Dallas Museum of Art, Museum of Modern Art, Pennsylvania Academy of the Fine Arts, Brauer Museum of Art, National Gallery of Art, Detroit Institute of Arts, The Phillips Collection, Whitney Museum of American Art, Buffalo AKG Art Museum, New Britain Museum of American Art, Smithsonian American Art Museum, The Huntington Library, Art Museum, and Botanical Gardens, Yale University Art Gallery, Indianapolis Museum of Art, The Nelson-Atkins Museum of Art, Minneapolis Institute of Art, Cincinnati Art Museum"
Q119041,Tristan Rain,,,
Q119434,Matthias Leupold,,,
Q119593,Lory Del Santo,,,
Q119792,Andreas Walser,,,
Q119808,Luciano Castelli,,,Museum Boijmans Van Beuningen
Q119905,Michael von Graffenried,,,
Q120047,Gabriel de Rumine,,,
Q120057,Hans Steiner,,,
Q120069,Manfred Spies,,,
Q120126,Inge Feltrinelli,,,
Q120296,Martin Hürlimann,,,
Q120339,Achim Lippoth,,,
Q120369,Werner Bischof,,,Metropolitan Museum of Art
Q120542,Carl Bellingrodt,,,
Q120579,Yves Netzhammer,,,
Q120862,Paul Wirz,,,
Q120875,Carl Schell,,,
Q120907,Carl Georg Schillings,,,
Q121049,Renée Schwarzenbach-Wille,,,
Q121086,Kurt Blum,,,
Q121224,Rolf Rodenstock,,,
Q121227,Jacques Geninasca,,,
Q121412,Albert Steiner,,,
Q121556,Nhoah,,,
Q121575,Walter Boje,,,
Q121630,Hans Brand,,,
Q121666,Olivia Heussler,,,
Q121757,Harald Mante,,,
Q121801,Christoph Baumer,,,
Q121855,Herbert Maeder,,,
Q121903,Garry Winogrand,gelatin silver print,,"Museum of Modern Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q122006,Uta Barth,,,"Metropolitan Museum of Art, Tate, National Gallery of Art, Museum of Fine Arts, Houston, Photographs in the National Gallery of Art"
Q122032,Michael Poliza,,,
Q122142,Friedrich Karl Wunder,,,
Q122217,Hans Tichi,,,
Q122223,Eberhard Petzold,,,
Q122247,Hilmar Pabel,,,
Q122255,Christian Kerez,,,
Q122501,Walter Bosshard,,,
Q122624,Nasser Zahedi,,,
Q122748,Ernst Hoeltzer,,,
Q122831,André Zucca,,,
Q122870,Oscar Forel,,,
